transaction_id,consumer_id,transaction_date,amount,transaction_mode,transaction_type,full_narration
TXN101626,USER_10015,2024-04-16,47481.39,ATM,CR,ATM/SALARY_CR/REF9151
TXN100063,USER_10007,2024-05-13,-4814.54,UPI,DR,UPI/INDIAN_OIL/REF2776
TXN101421,USER_10017,2024-09-03,-4864.15,RTGS,DR,RTGS/TATA_POWER/REF3748
TXN100277,USER_10005,2024-12-15,74060.23,IMPS,CR,IMPS/EMI_CR/REF2063
TXN100073,USER_10018,2024-09-20,-3115.34,NEFT,DR,NEFT/AMAZON/REF6085
TXN100412,USER_10046,2024-08-24,19675.39,CARD,CR,CARD/REFUND/REF2133
TXN100708,USER_10026,2024-06-18,-2433.51,RTGS,DR,RTGS/DOMINOS/REF4452
TXN101791,USER_10004,2024-06-23,-3663.39,CARD,DR,CARD/MYNTRA/REF9653
TXN100492,USER_10033,2024-01-24,9824.85,IMPS,CR,IMPS/REFUND/REF6090
TXN100650,USER_10003,2024-12-09,-1371.54,IMPS,DR,IMPS/UBER/REF5105
TXN100904,USER_10026,2024-01-24,-2824.06,NEFT,DR,NEFT/APOLLO_PHARMACY/REF1185
TXN101954,USER_10005,2024-02-29,17775.07,NEFT,CR,
TXN100829,USER_10035,2024-10-19,15830.04,RTGS,CR,
TXN100980,USER_10038,2024-12-02,20177.73,CARD,CR,CARD/EMI_CR/REF2995
TXN101772,USER_10018,2024-12-07,-2964.38,CARD,DR,CARD/SPOTIFY/REF5508
TXN100608,USER_10026,2024-02-23,-3107.6,UPI,DR,UPI/BPCL/REF2741
TXN101781,USER_10049,2024-12-03,-690.64,ATM,DR,ATM/NETFLIX/REF6703
TXN100443,USER_10047,2024-11-30,25839.63,RTGS,CR,RTGS/SALARY_CR/REF5305
TXN100433,USER_10043,2024-03-09,-1230.93,NEFT,DR,NEFT/FLIPKART/REF7116
TXN100832,USER_10046,2024-06-15,17103.17,CARD,CR,CARD/EMI_CR/REF2562
TXN101648,USER_10000,2024-03-18,70367.36,IMPS,CR,IMPS/REFUND/REF2861
TXN101067,USER_10022,2024-02-17,-3060.35,ATM,DR,ATM/OLA/REF9625
TXN100271,USER_10002,2024-03-05,-3903.65,IMPS,DR,IMPS/SPOTIFY/REF7272
TXN101329,USER_10032,2099-12-31,26783.18,NEFT,CR,NEFT/EMI_CR/REF3415
TXN100985,USER_10016,2024-05-15,-393.52,ATM,DR,ATM/OLA/REF7432
TXN100040,USER_10003,2024-06-09,-2941.68,ATM,DR,ATM/MCD/REF3579
TXN100914,USER_10045,2024-01-17,-479.65,IMPS,DR,IMPS/BLR_METRO/REF8404
TXN100107,USER_10044,2024-08-31,-2479.57,UPI,DR,UPI/SWIGGY/REF5820
TXN100931,USER_10029,2024-06-07,-3565.57,RTGS,DR,RTGS/JIO/REF4796
TXN101081,USER_10048,2024-05-21,-4854.6,CARD,DR,CARD/RELIANCE_TRENDS/REF6927
TXN101565,USER_10018,2024-12-28,-639.56,UPI,DR,UPI/BLR_METRO/REF9741
TXN101411,USER_10003,2024-03-11,-1518.24,RTGS,DR,RTGS/BIGBASKET/REF4348
TXN101719,USER_10001,2024-08-31,-2290.57,UPI,DR,UPI/INDIAN_OIL/REF2377
TXN101590,USER_10042,2024-12-17,-4096.93,UPI,DR,UPI/SPOTIFY/REF5441
TXN101547,USER_10003,2024-09-18,-305.69,IMPS,DR,IMPS/FLIPKART/REF6956
TXN100691,USER_10022,2024-06-05,-588.72,ATM,DR,ATM/APOLLO_PHARMACY/REF2343
TXN100677,USER_10018,2024-12-17,-478.2,RTGS,DR,RTGS/AJIO/REF7249
TXN101868,USER_10042,2024-05-22,-1073.87,NEFT,DR,NEFT/MCD/REF1448
TXN100062,USER_10041,2024-09-17,-4906.69,IMPS,DR,IMPS/BBPS/REF1452
TXN100878,USER_10025,2024-01-21,-2604.83,UPI,DR,UPI/APOLLO_PHARMACY/REF4110
TXN101292,USER_10010,2024-05-05,-2147.57,RTGS,DR,RTGS/BBPS/REF1684
TXN101439,USER_10031,2024-01-01,-3880.03,ATM,DR,ATM/AIRTEL/REF7829
TXN100521,USER_10048,2024-04-22,-4914.19,IMPS,DR,IMPS/TATA_POWER/REF3846
TXN100235,USER_10041,2024-12-09,-1841.05,IMPS,DR,IMPS/SPOTIFY/REF3953
TXN101212,USER_10011,2024-04-03,8168.11,CARD,CR,CARD/REFUND/REF5876
TXN100689,USER_10020,2024-05-06,54853.94,RTGS,CR,RTGS/EMI_CR/REF5533
TXN101632,USER_10028,2024-07-06,-3141.93,IMPS,DR,
TXN101275,USER_10014,2024-07-21,-276.81,RTGS,DR,RTGS/PHARMEASY/REF5544
TXN100506,USER_10009,2024-02-16,-4843.58,ATM,DR,ATM/TATA_POWER/REF1802
TXN100174,USER_10007,2024-03-12,-234.2,UPI,DR,UPI/DOMINOS/REF2592
TXN101625,USER_10021,2024-05-28,-4286.97,UPI,DR,UPI/AIRTEL/REF7350
TXN101088,USER_10017,2024-12-16,-1844.49,ATM,DR,
TXN100351,USER_10023,2024-07-14,-4589.72,RTGS,DR,RTGS/TATA_POWER/REF2314
TXN101240,USER_10046,2024-05-29,-3821.73,CARD,DR,
TXN101971,USER_10014,2024-09-16,-2158.18,ATM,DR,ATM/INDIAN_OIL/REF7565
TXN101657,USER_10005,2024-11-28,-4665.86,RTGS,DR,RTGS/FLIPKART/REF9924
TXN100078,USER_10007,2024-08-21,-2349.98,ATM,DR,ATM/MCD/REF6198
TXN101671,USER_10001,2024-03-07,49412.42,NEFT,CR,NEFT/REFUND/REF4927
TXN101697,USER_10038,not_a_date,-1220.29,IMPS,DR,IMPS/SWIGGY/REF1292
TXN100593,USER_10045,2024-04-02,39130.66,NEFT,CR,NEFT/EMI_CR/REF6134
TXN100922,USER_10040,2024-04-17,INVALID,ATM,DR,ATM/INDIAN_OIL/REF6228
TXN101031,USER_10015,2024-06-16,-1150.91,NEFT,DR,NEFT/DMART/REF1083
TXN100916,USER_10005,2024-08-15,-4005.18,NEFT,DR,NEFT/MCD/REF4116
TXN100687,USER_10031,2024-08-18,-3314.14,ATM,DR,ATM/PORTRONICS/REF3496
TXN101482,USER_10007,not_a_date,-2987.29,CARD,DR,CARD/BIGBASKET/REF7619
TXN100493,USER_10020,2024-02-14,-89.45,IMPS,DR,IMPS/OLA/REF5979
TXN101741,USER_10017,2024-11-16,-4501.15,ATM,DR,ATM/JIO/REF3866
TXN101234,USER_10022,2024-12-12,-4148.35,UPI,DR,UPI/MCD/REF2043
TXN101415,USER_10015,2024-04-15,-4537.83,NEFT,DR,NEFT/PHARMEASY/REF4644
TXN101764,USER_10033,2024-03-14,-4838.03,NEFT,DR,NEFT/BIGBASKET/REF3535
TXN100941,USER_10019,2024-07-26,-588.29,RTGS,DR,RTGS/RELIANCE_TRENDS/REF6364
TXN100686,USER_10042,2024-12-01,-1461.43,NEFT,DR,NEFT/AMAZON/REF6206
TXN100437,USER_10022,2024-01-05,-1015.89,ATM,DR,ATM/TATA_POWER/REF9281
TXN100586,USER_10032,2024-06-02,63844.71,NEFT,CR,NEFT/EMI_CR/REF5813
TXN100571,USER_10043,2024-01-16,-2469.49,NEFT,DR,NEFT/JIO/REF8775
TXN100919,USER_10046,2024-01-19,-3582.7,UPI,DR,UPI/MCD/REF1067
TXN101659,USER_10026,2024-04-18,-2300.42,UPI,DR,UPI/TATA_POWER/REF4204
TXN101263,USER_10023,2024-12-12,-2961.79,RTGS,DR,RTGS/MCD/REF5320
TXN100949,USER_10042,2024-03-29,-981.72,IMPS,DR,   
TXN101731,USER_10027,2024-06-20,-4873.14,NEFT,DR,NEFT/AMAZON/REF1159
TXN100920,USER_10019,2099-12-31,-2991.72,IMPS,DR,
TXN101797,USER_10010,2024-05-27,-2898.01,ATM,DR,ATM/MCD/REF9192
TXN100175,USER_10015,2024-10-02,-2295.54,CARD,DR,CARD/PHARMEASY/REF9850
TXN100362,USER_10035,2024-09-10,-1754.85,CARD,DR,CARD/APOLLO_PHARMACY/REF7244
TXN100824,USER_10023,2024-07-30,35141.17,IMPS,CR,IMPS/EMI_CR/REF4943
TXN100217,USER_10014,2024-06-19,10346.56,UPI,CR,UPI/EMI_CR/REF9693
TXN100424,USER_10019,2024-01-23,13055.97,CARD,CR,CARD/REFUND/REF2791
TXN100755,USER_10044,2024-01-05,-1093.22,UPI,DR,UPI/DMART/REF6331
TXN100752,USER_10011,2024-09-18,-1149.36,NEFT,DR,NEFT/DMART/REF1887
TXN101623,USER_10013,2024-12-14,-3855.69,ATM,DR,ATM/UBER/REF9459
TXN100356,USER_10042,2024-08-02,-4684.38,NEFT,DR,NEFT/SWIGGY/REF4376
TXN101192,USER_10007,2024-06-27,4347.46,NEFT,DR,NEFT/UBER/REF9335
TXN101320,USER_10037,2024-03-04,-350.4,RTGS,DR,RTGS/ZOMATO/REF6132
TXN100355,USER_10015,2024-08-23,-1414.47,UPI,DR,UPI/MYNTRA/REF1527
TXN101640,USER_10009,2024-11-23,-2862.62,RTGS,DR,RTGS/RELIANCE_TRENDS/REF2022
TXN100198,USER_10018,2024-11-03,-562.82,NEFT,DR,NEFT/MCD/REF3535
TXN101550,USER_10038,2024-02-21,-1298.7,IMPS,DR,IMPS/DOMINOS/REF6476
TXN100757,USER_10030,2024-11-09,-960.37,NEFT,DR,NEFT/AIRTEL/REF7866
TXN101392,USER_10017,2024-03-23,-139.43,NEFT,DR,NEFT/FLIPKART/REF5819
TXN101486,USER_10023,2024-01-06,-459.05,CARD,DR,CARD/DOMINOS/REF9351
TXN101923,USER_10009,2024-08-28,-4886.03,CARD,DR,CARD/BPCL/REF4074
TXN101024,USER_10004,2024-08-29,-318.98,NEFT,DR,NEFT/AIRTEL/REF4541
TXN100887,USER_10009,2024-04-01,8591.73,IMPS,CR,IMPS/REFUND/REF8311
TXN101915,USER_10006,2024-08-05,-1909.65,UPI,DR,UPI/AJIO/REF3655
TXN100005,USER_10024,2024-02-19,-1752.58,UPI,DR,UPI/INDIAN_OIL/REF8527
TXN101718,USER_10029,2024-02-24,-1240.78,NEFT,DR,NEFT/JIO/REF5370
TXN101377,USER_10008,2024-10-01,-3728.56,NEFT,DR,NEFT/TATA_POWER/REF3128
TXN100016,USER_10005,2024-01-25,15698.89,CARD,CR,CARD/SALARY_CR/REF7916
TXN100629,USER_10029,2024-08-15,36366.9,RTGS,CR,RTGS/REFUND/REF6178
TXN101296,USER_10036,2024-02-05,-2006.76,NEFT,DR,NEFT/FLIPKART/REF5578
TXN101844,USER_10048,2024-11-28,432.69,ATM,DR,ATM/BLR_METRO/REF9249
TXN100337,USER_10015,2024-01-04,-1215.83,IMPS,DR,IMPS/AJIO/REF6400
TXN101118,USER_10004,2024-09-12,-4861.76,ATM,DR,ATM/TATA_POWER/REF6356
TXN100336,USER_10005,2024-07-24,-964.67,RTGS,DR,RTGS/BIGBASKET/REF6301
TXN101770,USER_10009,2024-11-21,-751.35,CARD,DR,CARD/MYNTRA/REF4943
TXN100575,USER_10049,2024-12-15,-4562.0,NEFT,DR,NEFT/APOLLO_PHARMACY/REF1138
TXN101893,USER_10049,2024-12-26,1795.87,ATM,DR,ATM/AJIO/REF2039
TXN100485,USER_10017,2024-09-25,-3576.0,CARD,DR,CARD/DMART/REF2262
TXN101655,USER_10035,2024-10-31,-2207.59,CARD,DR,CARD/BPCL/REF8167
TXN100221,USER_10043,2024-10-16,-4933.33,CARD,DR,CARD/NETFLIX/REF6179
TXN100467,USER_10046,2024-04-19,-799.3,ATM,DR,ATM/AIRTEL/REF8248
TXN100134,USER_10029,2024-02-15,-1650.21,RTGS,DR,
TXN101084,USER_10037,2024-01-30,-2332.17,NEFT,DR,NEFT/PORTRONICS/REF6855
TXN100776,USER_10028,2024-11-16,-2657.37,UPI,DR,UPI/UBER/REF1575
TXN101736,USER_10016,2024-07-05,-4147.36,CARD,DR,CARD/BPCL/REF6467
TXN101611,USER_10033,2024-07-12,13759.33,RTGS,CR,RTGS/SALARY_CR/REF1917
TXN101295,USER_10040,2024-04-18,-2576.13,NEFT,DR,NEFT/ZOMATO/REF9750
TXN101239,USER_10032,2024-02-23,-634.39,IMPS,DR,IMPS/OLA/REF3572
TXN101529,USER_10025,2024-06-30,-2182.48,UPI,DR,UPI/OLA/REF9668
TXN100250,USER_10048,2024-12-27,-3095.97,UPI,DR,UPI/AMAZON/REF5193
TXN100012,USER_10002,2024-06-10,-377.63,CARD,DR,CARD/DMART/REF6155
TXN100266,USER_10046,2024-08-05,-3032.14,ATM,DR,ATM/UBER/REF5813
TXN100869,USER_10038,2024-10-17,-3001.99,CARD,DR,CARD/BLR_METRO/REF1427
TXN100751,USER_10023,2024-11-13,-4495.7,IMPS,DR,IMPS/DMART/REF9041
TXN101832,USER_10017,2024-11-08,-4768.8,NEFT,DR,NEFT/JIO/REF5227
TXN101459,USER_10013,2024-03-28,51182.16,UPI,CR,UPI/SALARY_CR/REF8125
TXN101006,USER_10020,2024-03-02,45317.69,IMPS,CR,IMPS/SALARY_CR/REF4493
TXN101276,USER_10041,2024-02-15,54504.6,CARD,CR,CARD/EMI_CR/REF6060
TXN100599,USER_10037,2024-06-05,-4128.03,IMPS,DR,IMPS/BPCL/REF8469
TXN101098,USER_10030,2024-03-01,8029.7,CARD,CR,CARD/REFUND/REF1168
TXN101918,USER_10026,2024-07-23,-632.04,CARD,DR,CARD/BPCL/REF5441
TXN101042,USER_10039,2024-01-21,-917.57,CARD,DR,CARD/BBPS/REF2097
TXN100253,USER_10004,2024-02-26,39988.05,UPI,CR,UPI/EMI_CR/REF9443
TXN101529,USER_10025,2024-06-30,-2182.48,UPI,DR,UPI/OLA/REF9668
TXN101774,USER_10001,2024-05-25,-2842.83,ATM,DR,ATM/SWIGGY/REF5960
TXN100807,USER_10012,2024-10-17,-1770.94,RTGS,DR,RTGS/MYNTRA/REF5510
TXN101220,USER_10012,2024-02-14,-2343.96,RTGS,DR,RTGS/DOMINOS/REF1357
TXN101476,USER_10025,2024-02-06,-1451.05,NEFT,DR,NEFT/PORTRONICS/REF9978
TXN101503,USER_10040,2024-12-22,-3586.5,CARD,DR,CARD/DMART/REF9379
TXN101407,USER_10021,2024-03-30,-4425.64,CARD,DR,CARD/NETFLIX/REF8899
TXN101799,USER_10016,2024-11-30,-1723.32,NEFT,DR,NEFT/INDIAN_OIL/REF6481
TXN100799,USER_10023,2024-01-27,20245.18,NEFT,CR,NEFT/SALARY_CR/REF8113
TXN100907,USER_10025,2024-10-18,-194.13,NEFT,DR,NEFT/UBER/REF6415
TXN101399,USER_10014,2024-02-19,63131.55,CARD,CR,CARD/SALARY_CR/REF3736
TXN100342,USER_10044,2024-10-08,58014.54,NEFT,CR,NEFT/EMI_CR/REF5054
TXN101267,USER_10035,2024-07-08,13313.62,UPI,CR,UPI/REFUND/REF2980
TXN100870,USER_10022,2024-02-10,-2409.18,ATM,DR,ATM/MCD/REF8680
TXN101555,USER_10006,2024-02-08,48330.73,CARD,CR,
TXN101481,USER_10043,2024-03-27,11723.34,NEFT,CR,NEFT/REFUND/REF1859
TXN100518,USER_10036,2024-09-14,-1388.66,IMPS,DR,IMPS/SWIGGY/REF4588
TXN101870,USER_10001,2024-07-08,-4711.94,RTGS,DR,RTGS/DMART/REF8288
TXN100969,USER_10042,2024-08-13,-878.05,CARD,DR,CARD/DMART/REF6653
TXN101404,USER_10002,2024-02-04,33776.78,RTGS,CR,RTGS/EMI_CR/REF2668
TXN100090,USER_10029,2024-04-03,-1926.56,RTGS,DR,RTGS/OLA/REF6355
TXN100035,USER_10004,2024-08-14,64917.68,UPI,CR,UPI/SALARY_CR/REF9856
TXN100189,USER_10043,2024-02-25,-4553.02,UPI,DR,UPI/AMAZON/REF6277
TXN101750,USER_10005,2024-12-31,-4979.78,RTGS,DR,RTGS/OLA/REF2322
TXN101151,USER_10020,2024-11-04,-364.73,IMPS,DR,IMPS/AIRTEL/REF2479
TXN100694,USER_10049,2024-10-29,-231.45,ATM,DR,ATM/INDIAN_OIL/REF9842
TXN100735,USER_10002,2024-11-02,-3507.33,NEFT,DR,NEFT/RELIANCE_TRENDS/REF1590
TXN101111,USER_10025,2024-08-12,-3398.77,NEFT,DR,
TXN101433,USER_10016,2024-05-06,-4761.3,UPI,DR,UPI/UBER/REF2912
TXN101872,USER_10028,2024-08-09,-479.98,IMPS,DR,IMPS/BIGBASKET/REF2908
TXN100797,USER_10024,2024-12-14,70535.07,CARD,CR,CARD/SALARY_CR/REF1691
TXN101852,USER_10021,2024-06-09,-2072.09,NEFT,DR,NEFT/MCD/REF9096
TXN101961,USER_10002,2024-10-26,-2712.85,CARD,DR,CARD/OLA/REF8108
TXN100619,USER_10007,2024-03-08,-340.3,UPI,DR,UPI/UBER/REF7816
TXN101710,USER_10017,2024-06-13,38789.44,IMPS,CR,IMPS/SALARY_CR/REF5853
TXN101922,USER_10010,2024-09-25,-2395.66,RTGS,DR,RTGS/NETFLIX/REF3936
TXN100894,USER_10026,2099-12-31,-1457.68,CARD,DR,CARD/PHARMEASY/REF3906
TXN100225,USER_10024,2024-08-24,-4773.45,UPI,DR,UPI/MYNTRA/REF8368
TXN101044,USER_10007,2024-11-28,-4698.78,CARD,DR,CARD/DMART/REF4437
TXN100649,USER_10018,2024-08-04,41591.1,RTGS,CR,RTGS/SALARY_CR/REF3381
TXN101224,USER_10047,2024-10-23,-2793.81,UPI,DR,UPI/BPCL/REF8987
TXN100300,USER_10018,2024-10-01,-582.11,IMPS,DR,IMPS/BIGBASKET/REF6992
TXN100773,USER_10025,2024-02-22,4687.13,ATM,DR,ATM/DOMINOS/REF1881
TXN100392,USER_10004,2024-06-02,-1240.34,CARD,DR,CARD/TATA_POWER/REF9856
TXN101137,USER_10018,2024-05-15,-4981.33,NEFT,DR,NEFT/TATA_POWER/REF2506
TXN101461,USER_10046,2024-05-11,-4759.94,UPI,DR,UPI/PHARMEASY/REF3224
TXN100777,USER_10042,2024-07-01,27764.09,RTGS,CR,RTGS/REFUND/REF9856
TXN100242,USER_10043,2024-10-19,37317.6,RTGS,CR,RTGS/REFUND/REF9239
TXN101017,USER_10017,2024-01-28,-3993.23,RTGS,DR,RTGS/PHARMEASY/REF9151
TXN100450,USER_10015,2024-03-15,-4150.98,CARD,DR,CARD/AJIO/REF7434
TXN101627,USER_10006,2024-01-08,-4358.76,UPI,DR,UPI/BBPS/REF9174
TXN101383,USER_10026,2024-05-07,-3107.8,RTGS,DR,RTGS/AIRTEL/REF7302
TXN101704,USER_10020,2024-12-18,-1170.39,NEFT,DR,NEFT/AMAZON/REF7043
TXN100855,USER_10045,2024-02-20,38926.35,ATM,CR,ATM/EMI_CR/REF2442
TXN101449,USER_10015,2024-07-03,-1923.26,IMPS,DR,IMPS/ZOMATO/REF6410
TXN100622,USER_10031,2024-02-27,35848.15,IMPS,CR,IMPS/SALARY_CR/REF6148
TXN100639,USER_10049,2024-08-18,-2967.12,NEFT,DR,NEFT/MCD/REF9172
TXN100484,USER_10047,2024-05-17,-634.38,IMPS,DR,IMPS/SWIGGY/REF8034
TXN100531,USER_10014,2024-12-06,-917.99,CARD,DR,CARD/BPCL/REF5825
TXN101979,USER_10048,2024-02-19,-1625.87,RTGS,DR,  
TXN100127,USER_10029,2024-12-18,-2042.42,ATM,DR,ATM/INDIAN_OIL/REF9847
TXN101641,USER_10023,2024-08-08,19939.46,UPI,CR,UPI/SALARY_CR/REF7929
TXN100434,USER_10044,2024-03-13,-2120.28,ATM,DR,ATM/BIGBASKET/REF7286
TXN101380,USER_10009,2024-08-16,-2026.22,ATM,DR,ATM/BLR_METRO/REF6388
TXN100143,USER_10021,2024-09-16,-62.7,IMPS,DR,IMPS/MYNTRA/REF9022
TXN100750,USER_10043,2024-12-05,-82.79,UPI,DR,UPI/BBPS/REF8901
TXN101269,USER_10023,2024-06-04,-188.49,NEFT,DR,NEFT/BIGBASKET/REF7910
TXN100857,USER_10015,2024-09-28,-2475.17,NEFT,DR,NEFT/MYNTRA/REF1301
TXN100282,USER_10049,2024-07-28,10162.55,CARD,CR,CARD/REFUND/REF2215
TXN101359,USER_10004,2024-07-03,-1041.52,CARD,DR,CARD/OLA/REF6394
TXN101262,USER_10005,2024-02-01,-693.81,RTGS,DR,RTGS/OLA/REF2279
TXN101258,USER_10028,2024-06-01,-75.81,NEFT,DR,   
TXN100316,USER_10024,2024-06-09,37176.45,IMPS,CR,IMPS/EMI_CR/REF9950
TXN101115,USER_10048,2024-11-25,29926.81,ATM,CR,ATM/EMI_CR/REF7626
TXN101818,USER_10002,2024-04-30,-3267.05,UPI,DR,UPI/JIO/REF1348
TXN100927,USER_10001,2024-08-29,8531.92,UPI,CR,UPI/REFUND/REF2410
TXN101173,USER_10016,2024-12-25,8484.81,RTGS,CR,RTGS/EMI_CR/REF5262
TXN100691,USER_10022,2024-06-05,-588.72,ATM,DR,ATM/APOLLO_PHARMACY/REF2343
TXN101509,USER_10033,2024-06-27,-4333.72,IMPS,DR,IMPS/BBPS/REF2623
TXN100163,USER_10038,2024-09-11,68205.44,ATM,CR,ATM/SALARY_CR/REF6772
TXN100103,USER_10015,2024-02-14,-2281.47,RTGS,DR,RTGS/AJIO/REF7209
TXN100917,USER_10021,2024-09-04,-2641.96,IMPS,DR,IMPS/AJIO/REF3347
TXN100865,USER_10041,2024-10-16,27224.73,ATM,CR,ATM/EMI_CR/REF2939
TXN101469,USER_10006,2024-07-21,-4269.19,NEFT,DR,NEFT/NETFLIX/REF5863
TXN100939,USER_10034,2024-12-21,-3329.93,CARD,DR,CARD/AMAZON/REF8972
TXN100486,USER_10031,2024-08-21,-324.42,NEFT,DR,NEFT/DMART/REF7024
TXN100457,USER_10002,2024-02-20,4191.68,UPI,DR,UPI/SWIGGY/REF3588
TXN100911,USER_10035,2024-10-01,-2908.12,IMPS,DR,IMPS/NETFLIX/REF2084
TXN101346,USER_10002,n/a,-4279.46,NEFT,DR,NEFT/BPCL/REF6368
TXN100940,USER_10007,2024-10-30,-1660.62,RTGS,DR,RTGS/FLIPKART/REF3886
TXN101766,USER_10007,2024-02-04,-3038.76,ATM,DR,ATM/FLIPKART/REF2587
TXN101348,USER_10013,2024-02-11,60369.81,UPI,CR,UPI/EMI_CR/REF3743
TXN101920,USER_10018,2024-09-24,-4023.93,IMPS,DR,IMPS/PORTRONICS/REF9509
TXN101215,USER_10027,2024-09-30,-2004.92,NEFT,DR,NEFT/SWIGGY/REF8817
TXN100365,USER_10029,2024-01-30,-4840.54,ATM,DR,ATM/BBPS/REF3196
TXN100320,USER_10022,2024-10-13,60678.37,IMPS,CR,IMPS/REFUND/REF2996
TXN101702,USER_10025,2024-06-01,-2300.18,UPI,DR,UPI/APOLLO_PHARMACY/REF7126
TXN101410,USER_10039,2024-03-04,-3702.67,NEFT,DR,NEFT/AJIO/REF2300
TXN100054,USER_10044,2024-03-17,-4181.25,ATM,DR,ATM/DMART/REF3426
TXN100008,USER_10014,2024-02-21,-2294.38,NEFT,DR,NEFT/SPOTIFY/REF7065
TXN101458,USER_10010,2024-08-16,38751.8,NEFT,CR,NEFT/EMI_CR/REF4987
TXN100087,USER_10014,2024-05-19,-193.67,CARD,DR,CARD/NETFLIX/REF7624
TXN100665,USER_10035,2024-11-28,-3361.25,NEFT,DR,NEFT/JIO/REF4994
TXN101689,USER_10037,2024-07-28,-4142.1,ATM,DR,ATM/APOLLO_PHARMACY/REF6771
TXN100796,USER_10012,2024-08-23,-515.1,NEFT,DR,NEFT/PHARMEASY/REF8746
TXN101883,USER_10018,2024-12-08,-3993.89,ATM,DR,ATM/TATA_POWER/REF6851
TXN100498,USER_10003,2024-03-13,-510.48,ATM,DR,ATM/BLR_METRO/REF7767
TXN101095,USER_10044,2024-03-13,-1571.77,NEFT,DR,NEFT/OLA/REF2287
TXN101311,USER_10039,2024-05-09,-4421.35,RTGS,DR,RTGS/SWIGGY/REF1849
TXN100479,USER_10032,2024-04-14,15876.4,RTGS,CR,RTGS/REFUND/REF2083
TXN101824,USER_10027,2024-01-30,43730.59,CARD,CR,CARD/EMI_CR/REF5709
TXN101511,USER_10035,2024-10-31,33185.59,NEFT,CR,NEFT/EMI_CR/REF5244
TXN101831,USER_10030,2024-11-22,20248.97,ATM,CR,ATM/SALARY_CR/REF2303
TXN101846,USER_10003,2024-11-06,-2646.02,IMPS,DR,IMPS/JIO/REF5410
TXN100602,USER_10014,2024-03-08,-158.47,NEFT,DR,NEFT/MCD/REF3017
TXN101371,USER_10024,2024-04-14,9459.65,NEFT,CR,NEFT/REFUND/REF8778
TXN100785,USER_10012,2024-07-29,35597.45,NEFT,CR,NEFT/SALARY_CR/REF7385
TXN101011,USER_10005,2024-12-27,-4440.23,CARD,DR,CARD/AIRTEL/REF8798
TXN101008,USER_10048,2024-07-31,-1881.14,RTGS,DR,RTGS/UBER/REF4991
TXN101808,USER_10022,2024-04-09,-4594.44,NEFT,DR,NEFT/BLR_METRO/REF2507
TXN100886,USER_10049,2024-03-28,44584.41,NEFT,CR,NEFT/EMI_CR/REF3656
TXN101289,USER_10001,2024-07-27,-4572.99,IMPS,DR,IMPS/SWIGGY/REF2663
TXN100973,USER_10000,2024-05-27,36417.44,IMPS,CR,IMPS/EMI_CR/REF9687
TXN100610,USER_10045,2024-07-28,-245.06,NEFT,DR,NEFT/DOMINOS/REF8875
TXN100529,USER_10019,2024-06-14,-829.64,CARD,DR,CARD/AIRTEL/REF8982
TXN101022,USER_10026,2024-04-11,-4496.95,UPI,DR,UPI/BLR_METRO/REF6343
TXN100160,USER_10044,2024-05-08,-1545.5,RTGS,DR,RTGS/TATA_POWER/REF2747
TXN100589,USER_10023,2024-05-13,-2345.62,RTGS,DR,RTGS/FLIPKART/REF1879
TXN101474,USER_10049,2024-04-01,55917.68,CARD,CR,CARD/REFUND/REF3608
TXN101665,USER_10012,2024-11-11,-4151.32,RTGS,DR,RTGS/DMART/REF3111
TXN101253,USER_10005,2024-01-19,-1980.47,CARD,DR,CARD/MYNTRA/REF3064
TXN101751,USER_10018,2024-04-22,-4668.03,CARD,DR,CARD/BLR_METRO/REF7328
TXN100609,USER_10031,2024-04-11,-3900.9,NEFT,DR,NEFT/MCD/REF6864
TXN100594,USER_10040,2024-01-30,-1403.96,NEFT,DR,NEFT/AJIO/REF3595
TXN101667,USER_10027,2024-04-28,-4015.8,UPI,DR,UPI/MCD/REF7422
TXN100791,USER_10046,2024-01-05,-795.88,NEFT,DR,NEFT/DOMINOS/REF6601
TXN100481,USER_10005,2024-08-10,-3080.87,IMPS,DR,IMPS/ZOMATO/REF3877
TXN101450,USER_10006,2024-01-02,-3506.63,NEFT,DR,NEFT/MYNTRA/REF1420
TXN100402,USER_10024,2024-01-07,INVALID,CARD,DR,
TXN101967,USER_10030,2024-06-20,-4519.75,IMPS,DR,IMPS/UBER/REF6018
TXN101804,USER_10041,2024-06-28,-1551.92,UPI,DR,UPI/BLR_METRO/REF1906
TXN100995,USER_10011,2024-10-10,1951.61,IMPS,DR,IMPS/OLA/REF7391
TXN100418,USER_10036,2024-11-26,-2028.11,IMPS,DR,IMPS/AJIO/REF8052
TXN100948,USER_10040,2024-06-11,-2059.86,ATM,DR,ATM/AIRTEL/REF4460
TXN100591,USER_10007,2024-12-14,-1526.86,NEFT,DR,NEFT/ZOMATO/REF3250
TXN100590,USER_10040,2024-10-25,-3122.24,NEFT,DR,NEFT/DOMINOS/REF9199
TXN101630,USER_10030,2024-05-11,35943.18,UPI,CR,UPI/SALARY_CR/REF8999
TXN101028,USER_10014,2024-05-31,-3958.26,ATM,DR,ATM/APOLLO_PHARMACY/REF3784
TXN100222,USER_10009,2024-08-13,-2238.93,IMPS,DR,IMPS/BPCL/REF1920
TXN101083,USER_10044,2024-03-02,3678.14,IMPS,DR,IMPS/SWIGGY/REF3668
